starttime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,usertype,Total Duration,Number of Trips,Avg Trip Duration,Path Name
2017,3183,Exchange Place,40.7162469,-74.0334588,304,Broadway & Battery Pl,40.70463334,-74.01361706,Customer,22012,1,22012,Exchange Place to Broadway & Battery Pl
2017,3183,Exchange Place,40.7162469,-74.0334588,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,Customer,49759,5,9951.8,Exchange Place to Vesey Pl & River Terrace
2017,3183,Exchange Place,40.7162469,-74.0334588,426,West St & Chambers St,40.71754834,-74.01322069,Subscriber,1393,1,1393,Exchange Place to West St & Chambers St
2017,3183,Exchange Place,40.7162469,-74.0334588,514,12 Ave & W 40 St,40.76087502,-74.00277668,Subscriber,2291,1,2291,Exchange Place to 12 Ave & W 40 St
2017,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,Customer,1100785,277,3973.953069,Exchange Place to Exchange Place
2017,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,Subscriber,547186,320,1709.95625,Exchange Place to Exchange Place
2017,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,(blank),1818,2,909,Exchange Place to Exchange Place
2017,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,Customer,42837,45,951.9333333,Exchange Place to Paulus Hook
2017,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,Subscriber,139848,485,288.3463918,Exchange Place to Paulus Hook
2017,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,Customer,30723,47,653.6808511,Exchange Place to City Hall
2017,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,Subscriber,207108,628,329.7898089,Exchange Place to City Hall
2017,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,(blank),433,1,433,Exchange Place to City Hall
2017,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,Customer,104569,68,1537.779412,Exchange Place to Grove St PATH
2017,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,Subscriber,347699,540,643.887037,Exchange Place to Grove St PATH
2017,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,Customer,66645,64,1041.328125,Exchange Place to Warren St
2017,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,Subscriber,317747,921,345.0021716,Exchange Place to Warren St
2017,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,(blank),6102,3,2034,Exchange Place to Warren St
2017,3183,Exchange Place,40.7162469,-74.0334588,3188,NJCU,40.7101087,-74.0858489,Subscriber,3935,3,1311.666667,Exchange Place to NJCU
2017,3183,Exchange Place,40.7162469,-74.0334588,3189,West Side Light Rail,40.714402,-74.0887723,Subscriber,3592,2,1796,Exchange Place to West Side Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3190,Garfield Ave Station,40.71046702,-74.0700388,Subscriber,68613,69,994.3913043,Exchange Place to Garfield Ave Station
2017,3183,Exchange Place,40.7162469,-74.0334588,3191,Union St,40.7182113,-74.0836394,Customer,2126,1,2126,Exchange Place to Union St
2017,3183,Exchange Place,40.7162469,-74.0334588,3191,Union St,40.7182113,-74.0836394,Subscriber,7583,5,1516.6,Exchange Place to Union St
2017,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,Customer,121703,76,1601.355263,Exchange Place to Liberty Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,Subscriber,474222,564,840.8191489,Exchange Place to Liberty Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3193,Lincoln Park,40.7246051,-74.07840595,Customer,2044,2,1022,Exchange Place to Lincoln Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3193,Lincoln Park,40.7246051,-74.07840595,Subscriber,36402,24,1516.75,Exchange Place to Lincoln Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3194,McGinley Square,40.72533993,-74.06762213,Customer,5468,5,1093.6,Exchange Place to McGinley Square
2017,3183,Exchange Place,40.7162469,-74.0334588,3194,McGinley Square,40.72533993,-74.06762213,Subscriber,210672,235,896.4765957,Exchange Place to McGinley Square
2017,3183,Exchange Place,40.7162469,-74.0334588,3195,Sip Ave,40.73074263,-74.06378388,Customer,3949,2,1974.5,Exchange Place to Sip Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3195,Sip Ave,40.73074263,-74.06378388,Subscriber,81000,68,1191.176471,Exchange Place to Sip Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3196,Riverview Park,40.7443187,-74.0439909,Customer,2136,1,2136,Exchange Place to Riverview Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3196,Riverview Park,40.7443187,-74.0439909,Subscriber,54031,33,1637.30303,Exchange Place to Riverview Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3198,Heights Elevator,40.74871595,-74.0404433,Customer,31742,6,5290.333333,Exchange Place to Heights Elevator
2017,3183,Exchange Place,40.7162469,-74.0334588,3198,Heights Elevator,40.74871595,-74.0404433,Subscriber,179851,121,1486.371901,Exchange Place to Heights Elevator
2017,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,Customer,318846,147,2169.020408,Exchange Place to Newport Pkwy
2017,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,Subscriber,639577,1072,596.6203358,Exchange Place to Newport Pkwy
2017,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,(blank),668,1,668,Exchange Place to Newport Pkwy
2017,3183,Exchange Place,40.7162469,-74.0334588,3200,MLK Light Rail,40.7111305,-74.0788855,Subscriber,3013,3,1004.333333,Exchange Place to MLK Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3201,Dey St,40.737711,-74.066921,Customer,1297,1,1297,Exchange Place to Dey St
2017,3183,Exchange Place,40.7162469,-74.0334588,3201,Dey St,40.737711,-74.066921,Subscriber,30676,18,1704.222222,Exchange Place to Dey St
2017,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,Customer,144863,115,1259.678261,Exchange Place to Newport PATH
2017,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,Subscriber,486190,879,553.1171786,Exchange Place to Newport PATH
2017,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,Customer,23030,24,959.5833333,Exchange Place to Hamilton Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,Subscriber,651185,627,1038.572568,Exchange Place to Hamilton Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,Customer,59501,34,1750.029412,Exchange Place to JC Medical Center
2017,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,Subscriber,114391,156,733.275641,Exchange Place to JC Medical Center
2017,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,(blank),5930,1,5930,Exchange Place to JC Medical Center
2017,3183,Exchange Place,40.7162469,-74.0334588,3206,Hilltop,40.7311689,-74.0575736,Customer,7480,7,1068.571429,Exchange Place to Hilltop
2017,3183,Exchange Place,40.7162469,-74.0334588,3206,Hilltop,40.7311689,-74.0575736,Subscriber,45510,37,1230,Exchange Place to Hilltop
2017,3183,Exchange Place,40.7162469,-74.0334588,3207,Oakland Ave,40.7376037,-74.0524783,Customer,3231,2,1615.5,Exchange Place to Oakland Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3207,Oakland Ave,40.7376037,-74.0524783,Subscriber,70649,51,1385.27451,Exchange Place to Oakland Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3209,Brunswick St,40.7241765,-74.0506564,Customer,24558,22,1116.272727,Exchange Place to Brunswick St
2017,3183,Exchange Place,40.7162469,-74.0334588,3209,Brunswick St,40.7241765,-74.0506564,Subscriber,90819,140,648.7071429,Exchange Place to Brunswick St
2017,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.74267714,-74.05178863,Customer,994,1,994,Exchange Place to Pershing Field
2017,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.74267714,-74.05178863,Subscriber,117411,77,1524.818182,Exchange Place to Pershing Field
2017,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,Customer,76685,15,5112.333333,Exchange Place to Newark Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,Subscriber,146981,281,523.0640569,Exchange Place to Newark Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3212,Christ Hospital,40.73478582,-74.05044364,Customer,2591,1,2591,Exchange Place to Christ Hospital
2017,3183,Exchange Place,40.7162469,-74.0334588,3212,Christ Hospital,40.73478582,-74.05044364,Subscriber,36708,28,1311,Exchange Place to Christ Hospital
2017,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,Customer,27896,26,1072.923077,Exchange Place to Van Vorst Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,Subscriber,240636,581,414.1755594,Exchange Place to Van Vorst Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,Customer,19482,28,695.7857143,Exchange Place to Essex Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,Subscriber,508513,1938,262.3906089,Exchange Place to Essex Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3216,Columbia Park,40.6970299,-74.0969366,Subscriber,2181,1,2181,Exchange Place to Columbia Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3217,Bayside Park,40.69865054,-74.08207968,Subscriber,2821,2,1410.5,Exchange Place to Bayside Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3220,5 Corners Library,40.73496102,-74.05950308,Customer,2539,2,1269.5,Exchange Place to 5 Corners Library
2017,3183,Exchange Place,40.7162469,-74.0334588,3220,5 Corners Library,40.73496102,-74.05950308,Subscriber,104189,92,1132.48913,Exchange Place to 5 Corners Library
2017,3183,Exchange Place,40.7162469,-74.0334588,3225,Baldwin at Montgomery,40.7236589,-74.0641943,Customer,7861,7,1123,Exchange Place to Baldwin at Montgomery
2017,3183,Exchange Place,40.7162469,-74.0334588,3225,Baldwin at Montgomery,40.7236589,-74.0641943,Subscriber,74513,81,919.9135802,Exchange Place to Baldwin at Montgomery
2017,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,Customer,77225,90,858.0555556,Exchange Place to Morris Canal
2017,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,Subscriber,1103390,3632,303.7968062,Exchange Place to Morris Canal
2017,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,Customer,11323,11,1029.363636,Exchange Place to Lafayette Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,Subscriber,70754,81,873.5061728,Exchange Place to Lafayette Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,Customer,541,1,541,Exchange Place to Brunswick & 6th
2017,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,Subscriber,90749,108,840.2685185,Exchange Place to Brunswick & 6th
2017,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,Customer,15637,9,1737.444444,Exchange Place to Jersey & 6th St
2017,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,Subscriber,91303,149,612.7718121,Exchange Place to Jersey & 6th St
2017,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,(blank),1643,2,821.5,Exchange Place to Jersey & 6th St
2017,3183,Exchange Place,40.7162469,-74.0334588,3271,Danforth Light Rail,40.69263997,-74.08801228,Customer,4718,2,2359,Exchange Place to Danforth Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3271,Danforth Light Rail,40.69263997,-74.08801228,Subscriber,13650,7,1950,Exchange Place to Danforth Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,Customer,58816,18,3267.555556,Exchange Place to Jersey & 3rd
2017,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,Subscriber,106759,168,635.4702381,Exchange Place to Jersey & 3rd
2017,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,(blank),1738,2,869,Exchange Place to Jersey & 3rd
2017,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,Customer,7079,8,884.875,Exchange Place to Manila & 1st
2017,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,Subscriber,113186,233,485.776824,Exchange Place to Manila & 1st
2017,3183,Exchange Place,40.7162469,-74.0334588,3274,Bethune Center,40.70495752,-74.08593088,Subscriber,3320,2,1660,Exchange Place to Bethune Center
2017,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,Customer,13157,17,773.9411765,Exchange Place to Columbus Drive
2017,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,Subscriber,169607,535,317.0224299,Exchange Place to Columbus Drive
2017,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,Customer,147722,77,1918.467532,Exchange Place to Marin Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,Subscriber,430771,751,573.5965379,Exchange Place to Marin Light Rail
2017,3183,Exchange Place,40.7162469,-74.0334588,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,Customer,3283,3,1094.333333,Exchange Place to Communipaw & Berry Lane
2017,3183,Exchange Place,40.7162469,-74.0334588,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,Subscriber,22248,19,1170.947368,Exchange Place to Communipaw & Berry Lane
2017,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,Customer,11032,9,1225.777778,Exchange Place to Monmouth and 6th
2017,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,Subscriber,142312,51,2790.431373,Exchange Place to Monmouth and 6th
2017,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,Customer,5210,8,651.25,Exchange Place to Dixon Mills
2017,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,Subscriber,83704,146,573.3150685,Exchange Place to Dixon Mills
2017,3183,Exchange Place,40.7162469,-74.0334588,3280,Astor Place,40.7192822,-74.07126188,Customer,16158,1,16158,Exchange Place to Astor Place
2017,3183,Exchange Place,40.7162469,-74.0334588,3280,Astor Place,40.7192822,-74.07126188,Subscriber,21702,23,943.5652174,Exchange Place to Astor Place
2017,3183,Exchange Place,40.7162469,-74.0334588,3281,Leonard Gordon Park,40.74590997,-74.05727148,Customer,2129,1,2129,Exchange Place to Leonard Gordon Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3281,Leonard Gordon Park,40.74590997,-74.05727148,Subscriber,253662,168,1509.892857,Exchange Place to Leonard Gordon Park
2017,3183,Exchange Place,40.7162469,-74.0334588,3426,JCBS Depot,40.70965083,-74.06860113,Customer,151020,1,151020,Exchange Place to JCBS Depot
2017,3183,Exchange Place,40.7162469,-74.0334588,3426,JCBS Depot,40.70965083,-74.06860113,Subscriber,248745,3,82915,Exchange Place to JCBS Depot
2017,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,Customer,2260,2,1130,Exchange Place to York St
2017,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,Subscriber,18805,62,303.3064516,Exchange Place to York St
2017,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,Customer,15577,11,1416.090909,Exchange Place to Washington St
2017,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,Subscriber,13284,31,428.516129,Exchange Place to Washington St
2017,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,Customer,539,2,269.5,Exchange Place to Harborside
2017,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,Subscriber,23856,107,222.953271,Exchange Place to Harborside
2017,3183,Exchange Place,40.7162469,-74.0334588,3640,Journal Square,40.73367,-74.0625,Subscriber,7824,5,1564.8,Exchange Place to Journal Square
2017,3183,Exchange Place,40.7162469,-74.0334588,3215,Central Ave,40.7467299,-74.0492509,Subscriber,117109,77,1520.896104,Exchange Place to Central Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3215,JSQ Don't Use,0,0,Subscriber,3995,3,1331.666667,Exchange Place to JSQ Don't Use
2017,3183,Exchange Place,40.7162469,-74.0334588,3197,North St,40.752559,-74.044725,Subscriber,19912,15,1327.466667,Exchange Place to North St
2017,3183,Exchange Place,40.7162469,-74.0334588,3197,Hs Don't Use,40.71925171,-74.03423399,Customer,86455,7,12350.71429,Exchange Place to Hs Don't Use
2017,3183,Exchange Place,40.7162469,-74.0334588,3197,Hs Don't Use,40.71925171,-74.03423399,Subscriber,9069,42,215.9285714,Exchange Place to Hs Don't Use
2017,3183,Exchange Place,40.7162469,-74.0334588,3442,Indiana,0,0,Customer,390893,1,390893,Exchange Place to Indiana
2017,3183,Exchange Place,40.7162469,-74.0334588,477,W 41 St & 8 Ave,40.75640548,-73.9900262,Customer,11159,1,11159,Exchange Place to W 41 St & 8 Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,Customer,12483,2,6241.5,Exchange Place to Clinton Ave & Myrtle Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,439,E 4 St & 2 Ave,40.7262807,-73.98978041,Customer,7411,1,7411,Exchange Place to E 4 St & 2 Ave
2017,3183,Exchange Place,40.7162469,-74.0334588,3480,WS Don't Use,0,0,Customer,14521,19,764.2631579,Exchange Place to WS Don't Use
2017,3183,Exchange Place,40.7162469,-74.0334588,3480,WS Don't Use,0,0,Subscriber,14968,32,467.75,Exchange Place to WS Don't Use
2017,3184,Paulus Hook,40.7141454,-74.0335519,127,Barrow St & Hudson St,40.73172428,-74.00674436,Subscriber,1196,1,1196,Paulus Hook to Barrow St & Hudson St
2017,3184,Paulus Hook,40.7141454,-74.0335519,426,West St & Chambers St,40.71754834,-74.01322069,Customer,3322,2,1661,Paulus Hook to West St & Chambers St
2017,3184,Paulus Hook,40.7141454,-74.0335519,514,12 Ave & W 40 St,40.76087502,-74.00277668,Customer,28007,2,14003.5,Paulus Hook to 12 Ave & W 40 St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3002,South End Ave & Liberty St,40.711512,-74.015756,Customer,42492,3,14164,Paulus Hook to South End Ave & Liberty St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,Customer,85827,47,1826.106383,Paulus Hook to Exchange Place
2017,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,Subscriber,113592,561,202.4812834,Paulus Hook to Exchange Place
2017,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,Customer,505532,120,4212.766667,Paulus Hook to Paulus Hook
2017,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,Subscriber,275251,168,1638.39881,Paulus Hook to Paulus Hook
2017,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,Customer,34884,32,1090.125,Paulus Hook to City Hall
2017,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,Subscriber,96171,232,414.5301724,Paulus Hook to City Hall
2017,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,Customer,39867,42,949.2142857,Paulus Hook to Grove St PATH
2017,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,Subscriber,143836,308,467,Paulus Hook to Grove St PATH
2017,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,Customer,37281,26,1433.884615,Paulus Hook to Warren St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,Subscriber,155489,331,469.755287,Paulus Hook to Warren St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3190,Garfield Ave Station,40.71046702,-74.0700388,Customer,2279,1,2279,Paulus Hook to Garfield Ave Station
2017,3184,Paulus Hook,40.7141454,-74.0335519,3190,Garfield Ave Station,40.71046702,-74.0700388,Subscriber,885,1,885,Paulus Hook to Garfield Ave Station
2017,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.7112423,-74.0557013,Customer,86335,51,1692.843137,Paulus Hook to Liberty Light Rail
2017,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.7112423,-74.0557013,Subscriber,275200,414,664.7342995,Paulus Hook to Liberty Light Rail
2017,3184,Paulus Hook,40.7141454,-74.0335519,3193,Lincoln Park,40.7246051,-74.07840595,Customer,5502,2,2751,Paulus Hook to Lincoln Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3193,Lincoln Park,40.7246051,-74.07840595,Subscriber,6848,5,1369.6,Paulus Hook to Lincoln Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3194,McGinley Square,40.72533993,-74.06762213,Customer,1020,1,1020,Paulus Hook to McGinley Square
2017,3184,Paulus Hook,40.7141454,-74.0335519,3194,McGinley Square,40.72533993,-74.06762213,Subscriber,35695,40,892.375,Paulus Hook to McGinley Square
2017,3184,Paulus Hook,40.7141454,-74.0335519,3195,Sip Ave,40.73074263,-74.06378388,Customer,9157,4,2289.25,Paulus Hook to Sip Ave
2017,3184,Paulus Hook,40.7141454,-74.0335519,3195,Sip Ave,40.73074263,-74.06378388,Subscriber,51494,56,919.5357143,Paulus Hook to Sip Ave
2017,3184,Paulus Hook,40.7141454,-74.0335519,3196,Riverview Park,40.7443187,-74.0439909,Customer,25659,4,6414.75,Paulus Hook to Riverview Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3196,Riverview Park,40.7443187,-74.0439909,Subscriber,6272,4,1568,Paulus Hook to Riverview Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3198,Heights Elevator,40.74871595,-74.0404433,Customer,36869,3,12289.66667,Paulus Hook to Heights Elevator
2017,3184,Paulus Hook,40.7141454,-74.0335519,3198,Heights Elevator,40.74871595,-74.0404433,Subscriber,55956,32,1748.625,Paulus Hook to Heights Elevator
2017,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.7287448,-74.0321082,Customer,99067,60,1651.116667,Paulus Hook to Newport Pkwy
2017,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.7287448,-74.0321082,Subscriber,276203,337,819.5934718,Paulus Hook to Newport Pkwy
2017,3184,Paulus Hook,40.7141454,-74.0335519,3200,MLK Light Rail,40.7111305,-74.0788855,Customer,1559,1,1559,Paulus Hook to MLK Light Rail
2017,3184,Paulus Hook,40.7141454,-74.0335519,3200,MLK Light Rail,40.7111305,-74.0788855,Subscriber,1702,1,1702,Paulus Hook to MLK Light Rail
2017,3184,Paulus Hook,40.7141454,-74.0335519,3201,Dey St,40.737711,-74.066921,Customer,797,1,797,Paulus Hook to Dey St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3201,Dey St,40.737711,-74.066921,Subscriber,13629,7,1947,Paulus Hook to Dey St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,Customer,212770,61,3488.032787,Paulus Hook to Newport PATH
2017,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,Subscriber,283853,470,603.9425532,Paulus Hook to Newport PATH
2017,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,Customer,309998,26,11923,Paulus Hook to Hamilton Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,Subscriber,228632,321,712.2492212,Paulus Hook to Hamilton Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3205,JC Medical Center,40.71653978,-74.04963791,Customer,59372,31,1915.225806,Paulus Hook to JC Medical Center
2017,3184,Paulus Hook,40.7141454,-74.0335519,3205,JC Medical Center,40.71653978,-74.04963791,Subscriber,84908,103,824.3495146,Paulus Hook to JC Medical Center
2017,3184,Paulus Hook,40.7141454,-74.0335519,3206,Hilltop,40.7311689,-74.0575736,Subscriber,12067,7,1723.857143,Paulus Hook to Hilltop
2017,3184,Paulus Hook,40.7141454,-74.0335519,3207,Oakland Ave,40.7376037,-74.0524783,Subscriber,1261,1,1261,Paulus Hook to Oakland Ave
2017,3184,Paulus Hook,40.7141454,-74.0335519,3209,Brunswick St,40.7241765,-74.0506564,Customer,5928,6,988,Paulus Hook to Brunswick St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3209,Brunswick St,40.7241765,-74.0506564,Subscriber,43851,63,696.047619,Paulus Hook to Brunswick St
2017,3184,Paulus Hook,40.7141454,-74.0335519,3210,Pershing Field,40.74267714,-74.05178863,Subscriber,1325,1,1325,Paulus Hook to Pershing Field
2017,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,Customer,17046,5,3409.2,Paulus Hook to Newark Ave
2017,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,Subscriber,61163,78,784.1410256,Paulus Hook to Newark Ave
2017,3184,Paulus Hook,40.7141454,-74.0335519,3212,Christ Hospital,40.73478582,-74.05044364,Customer,1600,1,1600,Paulus Hook to Christ Hospital
2017,3184,Paulus Hook,40.7141454,-74.0335519,3212,Christ Hospital,40.73478582,-74.05044364,Subscriber,2414,2,1207,Paulus Hook to Christ Hospital
2017,3184,Paulus Hook,40.7141454,-74.0335519,3213,Van Vorst Park,40.71848892,-74.04772663,Customer,6851,10,685.1,Paulus Hook to Van Vorst Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3213,Van Vorst Park,40.71848892,-74.04772663,Subscriber,377736,180,2098.533333,Paulus Hook to Van Vorst Park
2017,3184,Paulus Hook,40.7141454,-74.0335519,3214,Essex Light Rail,40.7127742,-74.0364857,Customer,133079,20,6653.95,Paulus Hook to Essex Light Rail
2017,3184,Paulus Hook,40.7141454,-74.0335519,3214,Essex Light Rail,40.7127742,-74.0364857,Subscriber,240734,206,1168.61165,Paulus Hook to Essex Light Rail
2017,3184,Paulus Hook,40.7141454,-74.0335519,3217,Bayside Park,40.69865054,-74.08207968,Customer,3300,2,1650,Paulus Hook to Bayside Park
